right_hip_pitch,right_hip_roll,right_hip_slide,right_ankle_roll,right_ankle_pitch,left_hip_pitch,left_hip_roll,left_hip_slide,left_ankle_roll,left_ankle_pitch,zmpx,zmpy
0.11088,-0.24309,-0.008876,0.24309,-0.11088,-0.01242,-0.24263,-0.010472,0.24263,0.01242,0,0
0.11077,-0.24343,-0.008702,0.24343,-0.11077,-0.012343,-0.2429,-0.010492,0.2429,0.012343,0,0
0.11065,-0.24376,-0.008526,0.24376,-0.11065,-0.012266,-0.24317,-0.010512,0.24317,0.012266,0,0
0.11053,-0.2441,-0.008345,0.2441,-0.11053,-0.012189,-0.24344,-0.010531,0.24344,0.012189,0,0
0.11041,-0.24443,-0.008162,0.24443,-0.11041,-0.012112,-0.24371,-0.01055,0.24371,0.012112,0,0
0.11028,-0.24477,-0.007975,0.24477,-0.11028,-0.012036,-0.24398,-0.010568,0.24398,0.012036,0,0
0.11015,-0.2451,-0.007785,0.2451,-0.11015,-0.01196,-0.24425,-0.010585,0.24425,0.01196,0,0
0.11001,-0.24543,-0.007591,0.24543,-0.11001,-0.011884,-0.24451,-0.010602,0.24451,0.011884,0,0
0.10987,-0.24576,-0.007395,0.24576,-0.10987,-0.011809,-0.24477,-0.010619,0.24477,0.011809,0,0
0.10972,-0.24609,-0.007195,0.24609,-0.10972,-0.011734,-0.24503,-0.010635,0.24503,0.011734,0,0
0.10957,-0.24642,-0.006992,0.24642,-0.10957,-0.011659,-0.24529,-0.01065,0.24529,0.011659,0,0
0.10941,-0.24675,-0.006786,0.24675,-0.10941,-0.011585,-0.24555,-0.010665,0.24555,0.011585,0,0
0.10926,-0.24707,-0.006577,0.24707,-0.10926,-0.01151,-0.2458,-0.01068,0.2458,0.01151,0,0
0.10909,-0.2474,-0.006364,0.2474,-0.10909,-0.011437,-0.24606,-0.010694,0.24606,0.011437,0,0
0.10892,-0.24773,-0.006149,0.24773,-0.10892,-0.011363,-0.24631,-0.010708,0.24631,0.011363,0,0
0.10875,-0.24805,-0.005931,0.24805,-0.10875,-0.01129,-0.24656,-0.010721,0.24656,0.01129,0,0
0.10857,-0.24838,-0.00571,0.24838,-0.10857,-0.011217,-0.24681,-0.010733,0.24681,0.011217,0,0
0.10838,-0.2487,-0.005486,0.2487,-0.10838,-0.011144,-0.24706,-0.010745,0.24706,0.011144,0,0
